split,class,H,C,V,HF,HI,severity
train,正常,1.0599143505096436,0.8924582600593567,0.7571530342102051,0.17536216974258423,30.482601165771484,0
train,正常,0.8708814382553101,0.8813100457191467,0.7878240942955017,0.1579207181930542,25.749832153320312,0
train,正常,0.986531674861908,0.875919759273529,0.7978907227516174,0.15923133492469788,28.499942779541016,0
train,正常,0.9077322483062744,0.916049063205719,1.4935011863708496,0.14074751734733582,28.4456729888916,0
train,正常,1.2900195121765137,0.9686682820320129,1.3448216915130615,0.6231370568275452,42.48785400390625,0
train,正常,1.3330433368682861,0.9671367406845093,1.6375110149383545,0.6224608421325684,44.828453063964844,0
train,正常,1.451033592224121,0.9644232392311096,1.50995671749115,0.5118536949157715,48.7486457824707,0
train,正常,1.521986961364746,0.9704928398132324,1.2128700017929077,0.12885785102844238,48.77481460571289,0
train,正常,1.5139461755752563,0.965279221534729,1.181963324546814,0.7996857166290283,51.907188415527344,0
train,正常,1.4720985889434814,0.9550768136978149,1.0230721235275269,0.975211501121521,50.49696350097656,0
train,正常,1.4795211553573608,0.9479592442512512,1.1354469060897827,0.9956704378128052,51.216983795166016,0
train,正常,1.455052375793457,0.9603228569030762,1.1383270025253296,0.19378513097763062,46.20638656616211,0
train,正常,1.3825355768203735,0.9653750658035278,1.0816254615783691,0.3544679880142212,44.00859832763672,0
train,正常,1.1860969066619873,0.9398244619369507,0.8723409175872803,0.45669054985046387,36.490840911865234,0
train,正常,1.2803642749786377,0.9341488480567932,0.7958124876022339,0.7062431573867798,40.90475082397461,0
train,正常,1.0023514032363892,0.9217752814292908,0.7404055595397949,0.08365168422460556,28.250051498413086,0
train,正常,0.8367593884468079,0.8741455078125,0.8912698030471802,0.10177714377641678,25.068384170532227,0
train,正常,1.4562562704086304,0.9627915620803833,1.0154743194580078,0.4241994619369507,47.195640563964844,0
train,正常,1.286190152168274,0.8751356601715088,0.8442445397377014,0.05731412023305893,37.73896026611328,0
train,正常,1.155897617340088,0.8551032543182373,1.111947774887085,0.12703965604305267,34.3349494934082,0
train,正常,0.9398266077041626,0.8573774099349976,0.9945542216300964,0.22593194246292114,28.371139526367188,0
train,正常,1.1627806425094604,0.8636021614074707,0.951557993888855,0.15406207740306854,34.24661636352539,0
train,正常,1.5344234704971313,0.9204663634300232,0.669318675994873,0.14273861050605774,47.64659881591797,0
train,正常,1.105371117591858,0.8673014640808105,1.1419036388397217,0.2498522847890854,33.513179779052734,0
train,正常,1.2652716636657715,0.8912996649742126,0.9118135571479797,0.08096158504486084,37.31759262084961,0
train,正常,1.3757036924362183,0.8995534181594849,0.7919191718101501,0.3639569580554962,42.87091827392578,0
train,正常,1.4831926822662354,0.9136457443237305,0.7799993753433228,0.4699341058731079,47.78544998168945,0
train,正常,1.6139605045318604,0.9564023613929749,1.4781827926635742,0.12403853237628937,53.136653900146484,0
train,正常,1.2076661586761475,0.9021945595741272,0.9444108009338379,0.7240359783172607,38.814212799072266,0
train,正常,1.7556657791137695,0.9598042368888855,1.3615500926971436,1.0165021419525146,62.67465591430664,0
train,正常,1.312493920326233,0.9284146428108215,1.3716017007827759,0.5443058609962463,43.02595901489258,0
